action,close,open,high,low,volume,price,fast_ema,slow_ema,rsi_14,vwma,action_quality,time,atr,bb_upper,bb_middle,bb_lower
hold,342.29998779296875,342.79998779296875,342.8500061035156,342.04998779296875,11384,342.29998779296875,0.0,0.0,50.0,343.2034069787949,neutral,2025-08-12 03:52:00+00:00,1.1562576293945312,,,
hold,343.1000061035156,342.5,343.1000061035156,342.29998779296875,21738,343.1000061035156,342.8611145019531,0.0,50.0,343.19278228555936,good,2025-08-12 03:53:00+00:00,1.116675482855903,,,
hold,343.79998779296875,343.45001220703125,344.70001220703125,343.29998779296875,32756,343.79998779296875,343.04888916015625,0.0,50.0,343.2741927041646,neutral,2025-08-12 03:54:00+00:00,1.165008544921875,,,
hold,343.3500061035156,343.70001220703125,343.8999938964844,343.20001220703125,16272,343.3500061035156,343.10911254882814,0.0,50.0,343.2789268048774,good,2025-08-12 03:55:00+00:00,1.1227333762428977,,,
hold,343.70001220703125,343.3999938964844,343.8500061035156,343.3500061035156,7887,343.70001220703125,343.2272924804688,0.0,50.0,343.2912971845326,neutral,2025-08-12 03:56:00+00:00,1.0708389282226562,,,
hold,343.3500061035156,343.75,343.95001220703125,343.3500061035156,21089,343.3500061035156,343.2518352050782,0.0,50.0,343.29557301032554,good,2025-08-12 03:57:00+00:00,1.0346210186298077,,,
hold,343.25,343.25,343.25,343.1000061035156,4275,343.25,343.25146816406254,0.0,50.0,343.29490997169466,good,2025-08-12 03:58:00+00:00,0.97857666015625,,,
hold,342.75,343.3999938964844,343.3999938964844,342.75,11271,342.75,343.15117453125004,0.0,63.01362418323878,343.2747803768608,good,2025-08-12 03:59:00+00:00,0.8892887660435268,,,
hold,342.79998779296875,342.95001220703125,342.95001220703125,342.5,13719,342.79998779296875,343.0809371835938,0.0,63.28437861817397,343.2543501752511,good,2025-08-12 04:00:00+00:00,0.732147216796875,,,
hold,343.0,342.95001220703125,343.1000061035156,342.95001220703125,8004,343.0,343.06474974687507,0.0,64.40710602615178,343.24812119136743,bad,2025-08-12 04:01:00+00:00,0.6892918178013393,,,
hold,343.0,343.0,343.1499938964844,342.8500061035156,4562,343.0,343.0517997975001,0.0,64.40710602615178,343.2447055118247,bad,2025-08-12 04:02:00+00:00,0.6392909458705357,,,
hold,343.20001220703125,343.0,343.25,343.0,1446,343.20001220703125,343.0814422794064,0.0,65.62615437617661,343.2445113437347,bad,2025-08-12 04:03:00+00:00,0.5928628104073661,,,
hold,342.75,343.25,343.25,342.29998779296875,21232,342.75,343.0151538235251,0.0,60.59736072711242,343.2148577022227,bad,2025-08-12 04:04:00+00:00,0.6321476527622768,,,
hold,342.45001220703125,342.75,342.75,342.45001220703125,13303,342.45001220703125,342.9021255002264,343.0071454729353,57.43764883216826,343.1871617647898,bad,2025-08-12 04:05:00+00:00,0.6071450369698661,,,
hold,342.29998779296875,342.45001220703125,342.45001220703125,341.70001220703125,31161,342.29998779296875,342.7816979587749,342.94285841112014,55.8687119426734,343.0777427084526,bad,2025-08-12 04:06:00+00:00,0.6000017438616071,,,
hold,341.79998779296875,342.1499938964844,342.29998779296875,341.79998779296875,5424,341.79998779296875,342.58535592561367,342.83896108219733,50.88041588346184,343.02562546262607,good,2025-08-12 04:07:00+00:00,0.5785718645368304,,,
hold,342.04998779296875,341.95001220703125,342.20001220703125,341.79998779296875,7334,342.04998779296875,342.4782822990847,342.767236237722,53.1336156622961,342.96656128522164,good,2025-08-12 04:08:00+00:00,0.49285888671875,,,
hold,342.0,342.0,342.1499938964844,341.8999938964844,26840,342.0,342.3826258392678,342.6974874888382,52.613913809626325,342.8726128784592,good,2025-08-12 04:09:00+00:00,0.4607173374720982,,,
hold,341.70001220703125,342.0,342.0,341.5,9884,341.70001220703125,342.2461031128205,342.60680791776485,49.48575089222567,342.81374432846405,bad,2025-08-12 04:10:00+00:00,0.4607173374720982,,,
hold,341.5,341.6499938964844,341.8500061035156,341.5,8210,341.5,342.0968824902564,342.50618901614985,47.45969554619247,342.76559829251886,bad,2025-08-12 04:11:00+00:00,0.4428601946149553,,,
hold,341.8999938964844,341.70001220703125,342.1000061035156,341.5,7838,341.8999938964844,342.057504771502,342.4510803689075,51.71711011650349,342.76018671772533,neutral,2025-08-12 04:12:00+00:00,0.4678606305803571,,,
hold,342.1499938964844,342.1000061035156,342.20001220703125,341.8999938964844,6836,342.1499938964844,342.0760025964985,342.4237088714145,54.214316227632494,342.7156192069989,good,2025-08-12 04:13:00+00:00,0.4428623744419643,,,
hold,342.0,342.0,342.1499938964844,341.8999938964844,2266,342.0,342.0608020771988,342.3851898831041,52.46117302569382,342.5533265102675,neutral,2025-08-12 04:14:00+00:00,0.4285757882254464,,,
hold,342.20001220703125,341.95001220703125,342.20001220703125,341.95001220703125,6604,342.20001220703125,342.0886441031653,342.36835554891564,54.5708019719424,342.4835367983807,neutral,2025-08-12 04:15:00+00:00,0.4250030517578125,,,
hold,342.3500061035156,342.04998779296875,342.45001220703125,342.04998779296875,2424,342.3500061035156,342.14091650323536,342.3666874175156,56.14261930520191,342.4371306260991,neutral,2025-08-12 04:16:00+00:00,0.4321485246930803,,,
hold,342.25,342.29998779296875,342.3999938964844,342.1499938964844,1707,342.25,342.1627332025883,342.3560794704687,54.78167634393408,342.33642535223885,good,2025-08-12 04:17:00+00:00,0.4321485246930803,,,
hold,342.25,342.25,342.25,342.1499938964844,1573,342.25,342.1801865620706,342.3464358822443,54.78167634393408,342.3153362222216,bad,2025-08-12 04:18:00+00:00,0.3714338030133928,,,
hold,342.25,342.25,342.45001220703125,342.1499938964844,2488,342.25,342.1941492496565,342.33766898385846,54.78167634393408,342.28765498867466,bad,2025-08-12 04:19:00+00:00,0.3714359828404018,,,
hold,341.95001220703125,342.1499938964844,342.3500061035156,341.95001220703125,10235,341.95001220703125,342.1453218411315,342.3024274586924,50.22066801784148,342.22920369157407,bad,2025-08-12 04:20:00+00:00,0.346435546875,,,
hold,342.0,342.0,342.1499938964844,341.8999938964844,1981,342.0,342.1162574729052,342.2749340533567,50.95345713524656,342.1909943890978,bad,2025-08-12 04:21:00+00:00,0.3285784040178571,,,
hold,342.1000061035156,342.25,342.25,342.04998779296875,1233,342.1000061035156,342.11300719902727,342.259031512462,52.4611936302554,342.16862705278214,bad,2025-08-12 04:22:00+00:00,0.3178623744419643,,,
hold,342.79998779296875,342.25,342.79998779296875,342.25,16193,342.79998779296875,342.2504033178156,342.3082093561444,61.4045077892637,342.21588813725003,bad,2025-08-12 04:23:00+00:00,0.350003923688616,,,
buy,342.75,342.79998779296875,342.79998779296875,342.75,11790,342.75,342.3503226542525,342.3483721419495,60.52877012272785,342.18712376837817,excellent,2025-08-12 04:24:00+00:00,0.3178601946149553,,,
hold,343.70001220703125,343.45001220703125,343.79998779296875,343.45001220703125,72984,343.70001220703125,342.6202605648083,342.4712485115024,69.4469821859487,342.6420904495435,bad,2025-08-12 04:25:00+00:00,0.36785888671875,,,
hold,343.54998779296875,343.70001220703125,343.70001220703125,343.54998779296875,10078,343.54998779296875,342.8062060104404,342.5693157189084,66.8772208499878,342.7346945309777,bad,2025-08-12 04:26:00+00:00,0.3357173374720982,,,
hold,343.70001220703125,343.6499938964844,343.79998779296875,343.3999938964844,29272,343.70001220703125,342.9849672497586,342.67210630873774,68.14656776108197,342.87485783316214,bad,2025-08-12 04:27:00+00:00,0.3428584507533482,,,
hold,344.25,343.8500061035156,344.25,343.6499938964844,27969,344.25,343.2379737998069,342.8155511897616,72.33255928111453,343.04711049135017,neutral,2025-08-12 04:28:00+00:00,0.36785888671875,,,
hold,344.0,344.20001220703125,344.25,343.79998779296875,4246,344.0,343.3903790398456,342.9232283543287,67.96064873839617,343.18345024836555,good,2025-08-12 04:29:00+00:00,0.3821454729352678,,,
hold,344.5,344.0,344.8999938964844,344.0,17983,344.5,343.61230323187647,343.06657123120794,71.65116655783925,343.3406304204954,bad,2025-08-12 04:30:00+00:00,0.4178575788225446,,,
hold,344.70001220703125,344.6000061035156,344.79998779296875,344.45001220703125,5539,344.70001220703125,343.82984502690744,343.2150658653737,72.99138940515891,343.43448419815115,bad,2025-08-12 04:31:00+00:00,0.4249986921037946,,,
hold,344.79998779296875,344.6000061035156,344.79998779296875,344.6000061035156,10154,344.79998779296875,344.0238735801197,343.35914967697323,73.66166330650377,343.540795538449,bad,2025-08-12 04:32:00+00:00,0.4321398053850446,,,
hold,344.45001220703125,344.3500061035156,344.5,344.3500061035156,3358,344.45001220703125,344.109101305502,343.4583189978876,67.3596626489081,343.5931148759847,good,2025-08-12 04:33:00+00:00,0.4428514753069196,,,
hold,344.1000061035156,344.5,344.5,344.1000061035156,4210,344.1000061035156,344.10728226510474,343.5166541893083,61.676630482962544,343.6168483965341,good,2025-08-12 04:34:00+00:00,0.4428514753069196,,,
hold,344.0,344.1000061035156,344.1000061035156,343.8500061035156,9019,344.0,344.08582581208384,343.560594717553,60.11597977966223,343.6692646957173,good,2025-08-12 04:35:00+00:00,0.4428514753069196,,,
hold,343.5,343.95001220703125,344.0,343.3999938964844,11876,343.5,343.9686606496671,343.5550861068664,52.907692669261294,343.6739427242226,bad,2025-08-12 04:36:00+00:00,0.4678519112723214,,,
hold,344.25,343.5,344.25,343.5,8816,344.25,344.0249285197337,343.6182600971513,60.54912437785986,343.70271390233387,neutral,2025-08-12 04:37:00+00:00,0.4714246477399553,,,
hold,344.25,344.29998779296875,344.29998779296875,344.04998779296875,1371,344.25,344.069942815787,343.67569099741024,60.54912437785986,343.7143531140069,neutral,2025-08-12 04:38:00+00:00,0.4857112339564732,,,
hold,344.0,344.1000061035156,344.25,344.0,1442,344.0,344.0559542526296,343.70517363400927,56.97509640493638,343.729965160087,good,2025-08-12 04:39:00+00:00,0.4285692487444196,,,
hold,344.1000061035156,344.20001220703125,344.25,344.04998779296875,2041,344.1000061035156,344.0647646228068,343.7410674948735,58.04202602128605,343.8053883162161,good,2025-08-12 04:40:00+00:00,0.4357103620256696,,,
hold,344.1499938964844,344.25,344.25,344.0,1642,344.1499938964844,344.0818104775424,343.7782426222926,58.59473129888858,343.82187737987937,good,2025-08-12 04:41:00+00:00,0.4249965122767857,,,
hold,343.79998779296875,344.1499938964844,344.1499938964844,343.79998779296875,6808,343.79998779296875,344.02544594062766,343.7802194559904,53.30045771986149,343.829564732536,good,2025-08-12 04:42:00+00:00,0.4071393694196428,,,
hold,343.95001220703125,343.79998779296875,344.0,343.79998779296875,2680,343.95001220703125,344.0103591939084,343.7956551606305,55.17021599383682,343.89942200945404,good,2025-08-12 04:43:00+00:00,0.3892822265625,,,
hold,343.8500061035156,344.1000061035156,344.1000061035156,343.79998779296875,5965,343.8500061035156,343.9782885758299,343.80059615543826,53.62879893496671,343.9552516667443,bad,2025-08-12 04:44:00+00:00,0.3464268275669643,,,
hold,343.95001220703125,343.8500061035156,343.95001220703125,343.75,1706,343.95001220703125,343.97263330207016,343.8141794328558,54.98328324051205,344.06729895550274,good,2025-08-12 04:45:00+00:00,0.3357151576450893,,,
hold,343.95001220703125,344.0,344.0,343.95001220703125,928,343.95001220703125,343.9681090830624,343.82652786687174,54.98328324051207,344.0998072808868,good,2025-08-12 04:46:00+00:00,0.3250013078962053,,,
hold,343.79998779296875,343.8999938964844,343.8999938964844,343.70001220703125,2899,343.79998779296875,343.9344848250437,343.8241151328806,52.32419361247655,344.18272698136155,good,2025-08-12 04:47:00+00:00,0.3107169015066964,,,
hold,343.79998779296875,343.8999938964844,343.8999938964844,343.75,1603,343.79998779296875,343.9075854186287,343.8219217383431,52.32419361247655,344.15880152658053,neutral,2025-08-12 04:48:00+00:00,0.2928597586495535,,,
hold,343.5,343.8999938964844,343.8999938964844,343.5,11729,343.5,343.82606833490297,343.7926561257665,47.0476312056666,344.0956998452252,bad,2025-08-12 04:49:00+00:00,0.3035736083984375,,,
hold,343.79998779296875,343.6000061035156,343.95001220703125,343.6000061035156,9041,343.79998779296875,343.82085222651614,343.7933226409667,52.23495555988704,343.99899312084574,neutral,2025-08-12 04:50:00+00:00,0.2928597586495535,,,
hold,343.95001220703125,343.75,343.95001220703125,343.75,1396,343.95001220703125,343.8466842226192,343.8075671469726,54.62872351796273,343.9589529717429,good,2025-08-12 04:51:00+00:00,0.2535749162946428,,,
hold,343.95001220703125,343.75,343.95001220703125,343.75,918,343.95001220703125,343.86734981950167,343.820516697887,54.62872351796274,343.8633882280177,neutral,2025-08-12 04:52:00+00:00,0.2500043596540178,,,
hold,343.95001220703125,343.95001220703125,344.0,343.95001220703125,1619,343.95001220703125,343.88388229700763,343.8322890169001,54.62872351796274,343.84252789328,bad,2025-08-12 04:53:00+00:00,0.2357177734375,,,
hold,344.0,343.95001220703125,344.1499938964844,343.79998779296875,8023,344.0,343.90710583760614,343.8475354699092,55.55564833910405,343.844488246497,bad,2025-08-12 04:54:00+00:00,0.2428610665457589,,,
hold,344.0,344.1499938964844,344.1499938964844,344.0,6970,344.0,343.92568467008493,343.8613958817356,55.55564833910406,343.84092690863054,bad,2025-08-12 04:55:00+00:00,0.2357177734375,,,
hold,343.8999938964844,343.6499938964844,344.0,343.6499938964844,1118,343.8999938964844,343.92054651536483,343.8649047921673,53.04138766751476,343.8932026484427,bad,2025-08-12 04:56:00+00:00,0.2357177734375,,,
hold,343.75,343.95001220703125,343.95001220703125,343.6000061035156,1676,343.75,343.88643721229187,343.85445890197025,49.42821455901,343.8459021512004,bad,2025-08-12 04:57:00+00:00,0.2464316231863839,,,
sell,343.3999938964844,343.6499938964844,343.6499938964844,343.29998779296875,4737,343.3999938964844,343.78914854913035,343.8131439014715,42.20366502610925,343.810323688766,good,2025-08-12 04:58:00+00:00,0.2571454729352678,,,
hold,343.3999938964844,343.3500061035156,343.54998779296875,343.29998779296875,4236,343.3999938964844,343.7113176186012,343.775584810109,42.20366502610925,343.78444512388654,good,2025-08-12 04:59:00+00:00,0.2607160295758928,,,
hold,343.20001220703125,343.3999938964844,343.45001220703125,343.0,18302,343.20001220703125,343.60905653628714,343.72326002801105,38.47699470002115,343.6637979558825,bad,2025-08-12 05:00:00+00:00,0.2892892020089285,,,
hold,343.1000061035156,343.20001220703125,343.25,343.0,10649,343.1000061035156,343.50724644973286,343.6666005803296,36.73030292639103,343.59775955728907,bad,2025-08-12 05:01:00+00:00,0.2892892020089285,,,
hold,343.0,342.95001220703125,343.0,342.79998779296875,10214,343.0,343.40579715978635,343.60600052757235,35.0183361882188,343.5274432687546,bad,2025-08-12 05:02:00+00:00,0.3000052315848214,,,
hold,343.1000061035156,343.1000061035156,343.20001220703125,342.95001220703125,10203,343.1000061035156,343.3446389485322,343.5600010344763,38.12415855804508,343.4792248037798,bad,2025-08-12 05:03:00+00:00,0.2892913818359375,,,
hold,343.3999938964844,343.79998779296875,343.79998779296875,343.1499938964844,8925,343.3999938964844,343.3557099381227,343.54545493102245,46.40000288607212,343.4542543498519,bad,2025-08-12 05:04:00+00:00,0.3071463448660714,,,
hold,344.0,343.3999938964844,344.0,343.3999938964844,1951,344.0,343.48456795049816,343.5867772100204,58.387998365904615,343.4561238433432,bad,2025-08-12 05:05:00+00:00,0.3357173374720982,,,
hold,344.0,344.1499938964844,344.20001220703125,343.8999938964844,8769,344.0,343.5876543603986,343.62434291820034,58.387998365904615,343.4906172871191,bad,2025-08-12 05:06:00+00:00,0.3428606305803571,,,
buy,344.45001220703125,344.1499938964844,344.45001220703125,344.0,20508,344.45001220703125,343.7601259297251,343.6994037626395,65.16497415888713,343.6223151692619,excellent,2025-08-12 05:07:00+00:00,0.3714338030133928,,,
hold,345.3999938964844,344.45001220703125,345.5,344.1000061035156,125764,345.3999938964844,344.088099523077,343.8540028657163,74.57757948452382,344.4593717853738,bad,2025-08-12 05:08:00+00:00,0.4464329310825893,,,
hold,345.20001220703125,345.5,346.5,345.20001220703125,39658,345.20001220703125,344.31048205986787,343.97636735129043,70.27289580217085,344.5972338835787,bad,2025-08-12 05:09:00+00:00,0.5285753522600446,,,
hold,345.29998779296875,345.29998779296875,345.6000061035156,345.0,16068,345.29998779296875,344.5083832064881,344.0966964823521,71.16884504976986,344.65855143893526,bad,2025-08-12 05:10:00+00:00,0.5464324951171875,,,
hold,344.6499938964844,345.25,345.25,344.6499938964844,4458,344.6499938964844,344.53670534448736,344.1469962472732,58.76751810362929,344.66167177139846,good,2025-08-12 05:11:00+00:00,0.5678601946149554,,,
hold,345.20001220703125,344.8500061035156,345.3500061035156,344.8500061035156,3360,345.20001220703125,344.6693667169962,344.2427249708876,64.4177267150805,344.6696863001341,bad,2025-08-12 05:12:00+00:00,0.5857173374720982,,,
hold,344.75,345.1499938964844,345.25,344.75,2791,344.75,344.68549337359696,344.2888408826251,57.4777702218937,344.67419148170575,good,2025-08-12 05:13:00+00:00,0.6035744803292411,,,
hold,344.3999938964844,344.8999938964844,344.8999938964844,344.3999938964844,3393,344.3999938964844,344.6283934781745,344.2989457020669,52.720408976248166,344.68893612648293,good,2025-08-12 05:14:00+00:00,0.6071450369698661,,,
hold,344.5,344.8500061035156,344.8500061035156,344.3999938964844,10806,344.5,344.6027147825396,344.3172233655153,53.89463909698395,344.6979100102709,good,2025-08-12 05:15:00+00:00,0.6214316231863839,,,
hold,344.3999938964844,344.29998779296875,344.5,344.1499938964844,7311,344.3999938964844,344.56217060532856,344.3247479592398,52.49070540076279,344.69381160186026,good,2025-08-12 05:16:00+00:00,0.6250021798270089,,,
hold,344.5,344.3999938964844,344.6000061035156,344.29998779296875,7737,344.5,344.5497364842629,344.3406799629453,53.787134038522616,344.6940689426592,neutral,2025-08-12 05:17:00+00:00,0.6285749162946429,,,
hold,344.79998779296875,344.5,344.79998779296875,344.3999938964844,2815,344.79998779296875,344.59978674600404,344.38243522022015,57.530869577624536,344.71428860640066,bad,2025-08-12 05:18:00+00:00,0.607147216796875,,,
hold,344.70001220703125,344.79998779296875,344.95001220703125,344.70001220703125,2044,344.70001220703125,344.6198318382095,344.4113058553848,55.90542825379599,344.7318296750199,neutral,2025-08-12 05:19:00+00:00,0.5821467808314732,,,
hold,344.3500061035156,344.79998779296875,344.79998779296875,344.3500061035156,7972,344.3500061035156,344.5658666912708,344.4057331506694,50.52358706407803,344.81366252740537,good,2025-08-12 05:20:00+00:00,0.5928584507533482,,,
hold,344.29998779296875,344.3500061035156,344.5,344.29998779296875,1070,344.29998779296875,344.51269091161043,344.3961199363329,49.785985059694205,344.8734937585116,neutral,2025-08-12 05:21:00+00:00,0.5750013078962054,,,
hold,344.1499938964844,344.45001220703125,344.45001220703125,344.1000061035156,5733,344.1499938964844,344.44015150858525,344.3737448418012,47.54439353819205,344.92493965102204,bad,2025-08-12 05:22:00+00:00,0.5000021798270089,,,
hold,344.1499938964844,344.0,344.1499938964844,344.0,4750,344.1499938964844,344.3821199861651,344.3534038467724,47.54439353819205,344.9771946107474,bad,2025-08-12 05:23:00+00:00,0.4178597586495535,,,
hold,344.25,344.04998779296875,344.29998779296875,344.0,593,344.25,344.3556959889321,344.3440034970658,49.30921459568168,345.0263577914624,neutral,2025-08-12 05:24:00+00:00,0.3964298793247768,,,
hold,344.3500061035156,344.25,344.79998779296875,344.25,6226,344.3500061035156,344.3545580118488,344.3445491885612,51.08162964404582,345.0185212484961,neutral,2025-08-12 05:25:00+00:00,0.3892865862165178,,,
hold,344.6499938964844,344.6499938964844,344.70001220703125,344.3999938964844,827,344.6499938964844,344.41364518877594,344.3723168892815,56.04633276964707,345.0500186733473,good,2025-08-12 05:26:00+00:00,0.364286150251116,,,
hold,344.8500061035156,344.6499938964844,344.8500061035156,344.5,3158,344.8500061035156,344.5009173717239,344.4157431814846,59.03175822671935,345.0955225555449,bad,2025-08-12 05:27:00+00:00,0.3535723005022321,,,
hold,344.70001220703125,344.8999938964844,344.95001220703125,344.70001220703125,2374,344.70001220703125,344.5407363387854,344.44158582017064,55.9619870027165,344.80087559218737,good,2025-08-12 05:28:00+00:00,0.3357151576450893,,,
hold,344.54998779296875,344.79998779296875,344.79998779296875,344.54998779296875,1636,344.54998779296875,344.5425866296221,344.45144054497047,52.99362440421014,344.6301536528778,good,2025-08-12 05:29:00+00:00,0.3214285714285714,,,
hold,344.6499938964844,344.75,344.75,344.54998779296875,738,344.6499938964844,344.5640680829946,344.46949084965354,54.71787304788708,344.49545026327485,good,2025-08-12 05:30:00+00:00,0.3107147216796875,,,
hold,344.75,344.54998779296875,344.8500061035156,344.3999938964844,6067,344.75,344.6012544663957,344.4949916815032,56.43866738084357,344.50595870587216,good,2025-08-12 05:31:00+00:00,0.3214285714285714,,,
hold,344.3999938964844,344.6499938964844,344.75,344.3999938964844,1362,344.3999938964844,344.5610023524135,344.4863555192288,49.36769993767817,344.4747716747237,good,2025-08-12 05:32:00+00:00,0.3178580147879464,,,
hold,344.70001220703125,344.3500061035156,344.70001220703125,344.25,2969,344.70001220703125,344.58880432333706,344.50577885448354,54.61646608866017,344.4735223424029,neutral,2025-08-12 05:33:00+00:00,0.3321446010044643,,,
hold,344.6000061035156,344.54998779296875,344.70001220703125,344.54998779296875,754,344.6000061035156,344.5910446793728,344.51434496803193,52.65695059649476,344.4780042998888,bad,2025-08-12 05:34:00+00:00,0.3107190813337053,,,
hold,344.6499938964844,344.6000061035156,344.6499938964844,344.3999938964844,2712,344.6499938964844,344.6028345227951,344.5266766888003,53.55395785368092,344.4813268401305,bad,2025-08-12 05:35:00+00:00,0.3142896379743303,,,
hold,344.6000061035156,344.75,344.75,344.6000061035156,1736,344.6000061035156,344.6022688389392,344.533342999229,52.48307084382944,344.4939807739132,bad,2025-08-12 05:36:00+00:00,0.3000030517578125,,,
hold,344.5,344.70001220703125,344.70001220703125,344.5,1414,344.5,344.58181507115137,344.5303118174809,50.31536698843361,344.4933124759932,good,2025-08-12 05:37:00+00:00,0.3035757882254464,,,
hold,344.3999938964844,344.5,344.6000061035156,344.29998779296875,4990,344.3999938964844,344.545450836218,344.51846473375394,48.172644709319634,344.47083550806025,good,2025-08-12 05:38:00+00:00,0.3035779680524553,,,
sell,344.25,344.20001220703125,344.3500061035156,344.1000061035156,1875,344.25,344.48636066897444,344.4940588488672,45.07232176244694,344.455866654164,good,2025-08-12 05:39:00+00:00,0.2857208251953125,,,
hold,344.1000061035156,344.29998779296875,344.29998779296875,343.95001220703125,4598,344.1000061035156,344.4090897558827,344.45823587201704,42.15087659802166,344.44161156254955,good,2025-08-12 05:40:00+00:00,0.2857186453683035,,,
hold,343.70001220703125,343.95001220703125,343.95001220703125,343.70001220703125,3935,343.70001220703125,344.26727424611244,344.3893064479274,35.53601201777845,344.3942754113269,bad,2025-08-12 05:41:00+00:00,0.2892892020089285,,,
hold,344.3500061035156,343.8500061035156,344.8999938964844,343.8500061035156,19770,344.3500061035156,344.28382061759305,344.38573368934453,49.425507672638254,344.4015219996659,bad,2025-08-12 05:42:00+00:00,0.357145036969866,,,
hold,344.5,344.3500061035156,344.5,344.29998779296875,403,344.5,344.32705649407444,344.39612153576775,51.9958843532737,344.4196391037979,neutral,2025-08-12 05:43:00+00:00,0.353574480329241,,,
hold,344.45001220703125,344.5,344.5,344.3500061035156,680,344.45001220703125,344.3516476366658,344.4010206877008,51.064435874775896,344.42141633320034,neutral,2025-08-12 05:44:00+00:00,0.3500017438616071,,,
hold,344.1000061035156,344.45001220703125,344.45001220703125,344.1000061035156,4412,344.1000061035156,344.3013193300358,344.37365572550215,44.98758119764186,344.40675797085504,neutral,2025-08-12 05:45:00+00:00,0.3428584507533482,,,
hold,344.70001220703125,344.3500061035156,344.79998779296875,344.29998779296875,2092,344.70001220703125,344.38105790543494,344.4033244965502,54.896668743068304,344.41285079319096,neutral,2025-08-12 05:46:00+00:00,0.367856706891741,,,
buy,345.0,344.79998779296875,345.1000061035156,344.79998779296875,5018,345.0,344.504846324348,344.4575677241366,58.88428509997951,344.4353686367196,bad,2025-08-12 05:47:00+00:00,0.3642839704241071,,,
hold,344.75,345.0,345.1000061035156,344.70001220703125,4136,344.75,344.5538770594784,344.4841524764878,54.55551502483284,344.44480874615766,neutral,2025-08-12 05:48:00+00:00,0.382138933454241,,,
hold,344.70001220703125,344.8999938964844,344.8999938964844,344.70001220703125,1658,344.70001220703125,344.583104088989,344.5037760883554,53.70537299763293,344.4483289079315,neutral,2025-08-12 05:49:00+00:00,0.3785661969866071,,,
hold,344.3999938964844,344.70001220703125,344.70001220703125,344.3999938964844,1833,344.3999938964844,344.5464820504881,344.49434134363986,48.7910728708593,344.4450501657334,good,2025-08-12 05:50:00+00:00,0.3892822265625,,,
hold,344.5,344.54998779296875,344.54998779296875,344.3500061035156,796,344.5,344.5371856403905,344.4948557669453,50.41968131276326,344.4181465335392,neutral,2025-08-12 05:51:00+00:00,0.389280046735491,,,
hold,344.5,344.3999938964844,344.6499938964844,344.3999938964844,6178,344.5,344.5297485123124,344.4953234244957,50.41968131276326,344.4255176005004,neutral,2025-08-12 05:52:00+00:00,0.3857073102678571,,,
hold,344.54998779296875,344.5,344.70001220703125,344.3999938964844,1139,344.54998779296875,344.5337963684437,344.5002929125387,51.317220041313554,344.4159181061746,bad,2025-08-12 05:53:00+00:00,0.385709490094866,,,
hold,344.3999938964844,344.5,344.5,344.29998779296875,1334,344.3999938964844,344.50703587405184,344.49117482017016,48.48118607686506,344.4136546708874,good,2025-08-12 05:54:00+00:00,0.378568376813616,,,
sell,344.3500061035156,344.3999938964844,344.45001220703125,344.3500061035156,1187,344.3500061035156,344.4756299199446,344.47834130047426,47.538283418604486,344.40329818919673,good,2025-08-12 05:55:00+00:00,0.3571406773158482,,,
hold,344.20001220703125,344.25,344.25,344.1000061035156,1560,344.20001220703125,344.4205063773619,344.4530386556158,44.72728580656042,344.3937542077535,good,2025-08-12 05:56:00+00:00,0.2892848423549107,,,
hold,344.1499938964844,344.1499938964844,344.29998779296875,344.1499938964844,920,344.1499938964844,344.36640388118644,344.4254891320584,43.79724104823649,344.3882883024406,neutral,2025-08-12 05:57:00+00:00,0.2857121058872768,,,
hold,344.1000061035156,344.1499938964844,344.1499938964844,344.0,4871,344.1000061035156,344.3131243256523,344.3958997658272,42.83853483772251,344.3669032084244,neutral,2025-08-12 05:58:00+00:00,0.2857121058872768,,,
hold,344.25,344.0,344.25,344.0,1279,344.25,344.3004994605219,344.38263615075203,46.614730871711394,344.36793086830465,good,2025-08-12 05:59:00+00:00,0.2785688127790178,,,
hold,344.5,344.1000061035156,344.5,344.1000061035156,1167,344.5,344.3403995684175,344.3933055915928,52.27396474841332,344.3894639708585,neutral,2025-08-12 06:00:00+00:00,0.25714111328125,,,
hold,344.25,344.45001220703125,344.45001220703125,344.25,1614,344.25,344.32231965473403,344.38027781053887,46.91774905983325,344.4295609592978,neutral,2025-08-12 06:01:00+00:00,0.246427263532366,,,
hold,344.3500061035156,344.25,344.5,344.25,484,344.3500061035156,344.32785694449035,344.3775258371731,49.16180619475912,344.46544166715347,bad,2025-08-12 06:02:00+00:00,0.2357134137834821,,,
hold,344.3500061035156,344.3500061035156,344.3500061035156,344.1499938964844,291,344.3500061035156,344.3322867762954,344.37502404320423,49.16180619475912,344.4643274849416,neutral,2025-08-12 06:03:00+00:00,0.235715593610491,,,
hold,344.3500061035156,344.1499938964844,344.3500061035156,344.1499938964844,2029,344.3500061035156,344.33583064173945,344.3727496850507,49.16180619475912,344.4592767168627,bad,2025-08-12 06:04:00+00:00,0.2285723005022321,,,
hold,344.3500061035156,344.29998779296875,344.3500061035156,344.20001220703125,780,344.3500061035156,344.33866573409466,344.3706820867293,49.16180619475912,344.49643350395274,bad,2025-08-12 06:05:00+00:00,0.2250017438616071,,,
hold,344.45001220703125,344.3500061035156,344.45001220703125,344.29998779296875,3935,344.45001220703125,344.360935028682,344.37789391584766,51.89704392638211,344.48201585723695,bad,2025-08-12 06:06:00+00:00,0.2178606305803571,,,
